# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NIPAL2	NIPAL2	NM_001321635.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	NIPAL2	NM_001321636.2	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	NIPAL2	NM_024759.3	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	NIPAL2	NR_135745.2		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	NIPAL2	NR_135746.2		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	NIPAL2	NR_135747.2		0	0	0	6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN3	NKAIN3	NM_001304533.2	protein_coding	0	0	1	11	0	0	1	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0
NKAIN3	NKAIN3	NR_130764.2		0	0	0	27	0	0	0	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0
NKAIN3-IT1	NKAIN3-IT1	NR_027378.1		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
NKX2-6	NKX2-6	NM_001136271.2	protein_coding	2	5	11	6	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	1	1	0	0	5	4
NKX3-1	NKX3-1	NM_001256339.1	protein_coding	0	0	1	14	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NKX3-1	NKX3-1	NM_006167.4	protein_coding	0	0	1	14	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
NKX3-1	NKX3-1	NR_046072.2		0	0	0	15	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0
NKX6-3	NKX6-3	NM_001364841.2	protein_coding	0	2	4	25	3	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	2	20
NKX6-3	NKX6-3	NM_152568.3	protein_coding	0	2	4	5	3	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	2	1
NPBWR1	NPBWR1	NM_005285.4	protein_coding	1	0	6	9	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0
NPM2	NPM2	NM_001286680.2	protein_coding	1	0	0	21	2	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0
NPM2	NPM2	NM_001286681.1	protein_coding	0	1	0	21	2	0	1	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0
NPM2	NPM2	NM_182795.1	protein_coding	1	1	0	20	2	0	1	0	0	0	0	0	0	19	0	0	0	0	1	1	0	0	0	0	0	0
NRBP2	NRBP2	NM_178564.4	protein_coding	2	2	6	57	4	0	0	0	0	0	7	0	0	38	6	0	0	0	2	2	0	0	0	0	0	12
NRG1	NRG1	NM_001159995.3	protein_coding	0	2	4	21	1	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	0
NRG1	NRG1	NM_001159996.2	protein_coding	0	1	0	12	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	1
NRG1	NRG1	NM_001159999.3	protein_coding	0	2	4	21	1	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	0
NRG1	NRG1	NM_001160001.3	protein_coding	0	2	4	21	1	0	0	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	0
NRG1	NRG1	NM_001160002.2	protein_coding	0	0	1	17	1	0	1	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	1
NRG1	NRG1	NM_001160004.3	protein_coding	0	1	1	27	5	0	1	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	1	1
NRG1	NRG1	NM_001160005.1	protein_coding	0	0	1	18	0	0	2	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_001160007.2	protein_coding	0	0	1	17	1	0	1	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	1
NRG1	NRG1	NM_001160008.2	protein_coding	0	1	1	27	1	0	1	0	0	0	6	0	0	18	1	0	0	0	0	0	0	0	0	0	1	1
NRG1	NRG1	NM_001322197.2	protein_coding	0	2	3	8	1	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	2	1
NRG1	NRG1	NM_001322201.2	protein_coding	0	2	3	22	1	0	1	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	2	0
NRG1	NRG1	NM_001322202.2	protein_coding	0	2	3	22	1	0	1	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	2	0
NRG1	NRG1	NM_001322205.2	protein_coding	0	2	4	17	1	0	4	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	2	5
NRG1	NRG1	NM_001322206.2	protein_coding	0	1	1	21	5	0	4	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	1	5
NRG1	NRG1	NM_001322207.2	protein_coding	0	1	1	21	1	0	4	0	0	0	6	0	0	5	1	0	0	0	0	0	0	0	0	0	1	5
NRG1	NRG1	NM_004495.4	protein_coding	0	0	1	17	1	0	1	0	0	0	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	1
NRG1	NRG1	NM_013956.5	protein_coding	0	2	4	23	1	0	1	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	1
NRG1	NRG1	NM_013957.5	protein_coding	0	2	4	23	1	0	1	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	1
NRG1	NRG1	NM_013958.3	protein_coding	0	0	1	18	0	0	2	0	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_013959.3	protein_coding	0	0	1	12	0	0	9	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
NRG1	NRG1	NM_013960.5	protein_coding	0	1	1	27	5	0	1	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	1	1
NRG1	NRG1	NM_013962.2	protein_coding	0	1	2	30	0	1	7	0	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	5
NRG1	NRG1	NM_013964.5	protein_coding	0	2	4	23	1	0	1	0	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	2	1
NSD3	NSD3	NM_017778.2	protein_coding	0	0	0	20	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	4
NSD3	NSD3	NM_023034.2	protein_coding	0	0	1	44	1	0	0	0	0	0	16	0	0	23	1	0	0	0	0	0	0	0	0	0	0	4
NSMAF	NSMAF	NM_001144772.1	protein_coding	2	4	1	44	2	0	0	0	0	0	6	0	0	40	1	0	0	1	1	3	0	0	0	0	2	0
NSMAF	NSMAF	NM_003580.4	protein_coding	2	4	1	44	2	0	0	0	0	0	6	0	0	40	1	0	0	1	1	3	0	0	0	0	2	0
NSMCE2	NSMCE2	NM_001349485.1	protein_coding	0	0	0	9	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE2	NSMCE2	NM_001349486.1	protein_coding	0	0	0	9	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE2	NSMCE2	NM_001349487.1	protein_coding	0	0	0	5	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE2	NSMCE2	NM_173685.4	protein_coding	0	0	0	9	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE2	NSMCE2	NR_146191.1		0	0	0	9	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0
NSMCE2	NSMCE2	NR_146192.1		0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
NUDCD1	NUDCD1	NM_001128211.1	protein_coding	0	0	7	16	5	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	5
NUDCD1	NUDCD1	NM_032869.4	protein_coding	0	0	7	17	5	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	6
NUDT18	NUDT18	NM_024815.4	protein_coding	0	3	12	23	7	0	0	0	0	0	11	0	0	4	12	0	0	0	0	1	0	0	0	0	2	1
NUGGC	NUGGC	NM_001010906.2	protein_coding	0	3	13	54	16	0	5	0	0	0	1	0	0	33	13	0	0	0	0	1	0	0	0	0	2	0
OC90	OC90	NM_001080399.3	protein_coding	0	1	5	52	3	1	1	0	0	0	9	0	0	36	5	0	0	0	0	0	0	0	0	0	0	3
ODF1	ODF1	NM_024410.4	protein_coding	0	3	2	4	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0
OPLAH	OPLAH	NM_017570.5	protein_coding	5	17	22	50	0	0	0	0	0	0	5	0	0	55	22	0	0	0	4	7	0	1	0	0	11	0
OPRK1	OPRK1	NM_000912.5	protein_coding	0	0	3	27	5	0	16	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1
OPRK1	OPRK1	NM_001282904.1	protein_coding	0	0	0	30	5	0	20	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OPRK1	OPRK1	NM_001318497.2	protein_coding	0	0	3	27	5	0	16	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	1
OR4F21	OR4F21	NM_001005504.1	protein_coding	0	0	4	2	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OSGIN2	OSGIN2	NM_001126111.3	protein_coding	0	1	1	10	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	3
OSGIN2	OSGIN2	NM_004337.2	protein_coding	0	1	0	11	4	0	2	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	1
OSR2	OSR2	NM_001142462.3	protein_coding	1	1	7	9	0	0	4	0	0	0	0	0	0	6	7	0	0	0	1	0	0	0	0	0	1	0
OSR2	OSR2	NM_001286841.1	protein_coding	1	2	7	8	0	0	3	0	0	0	0	0	0	6	7	0	0	0	1	0	0	0	0	0	2	0
OSR2	OSR2	NM_053001.3	protein_coding	1	1	7	9	0	0	4	0	0	0	0	0	0	6	7	0	0	0	1	0	0	0	0	0	1	0
OTUD6B	OTUD6B	NM_001286745.2	protein_coding	0	0	0	26	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	3
OTUD6B	OTUD6B	NM_016023.5	protein_coding	0	1	0	25	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	3
OTUD6B-AS1	OTUD6B-AS1	NR_110438.1		0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OTUD6B-AS1	OTUD6B-AS1	NR_110439.1		0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
OXR1	OXR1	NM_001198532.1	protein_coding	4	2	4	9	5	0	0	0	0	0	0	0	0	7	4	0	0	3	0	0	0	1	0	0	2	0
OXR1	OXR1	NM_001198533.1	protein_coding	4	2	4	10	5	0	0	0	0	0	0	0	0	8	4	0	0	3	0	0	0	1	0	0	2	0
OXR1	OXR1	NM_001198534.1	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OXR1	OXR1	NM_001198535.1	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OXR1	OXR1	NM_018002.3	protein_coding	4	2	4	10	5	0	0	0	0	0	0	0	0	8	4	0	0	3	0	0	0	1	0	0	2	0
OXR1	OXR1	NM_181354.4	protein_coding	3	0	2	9	5	0	0	0	0	0	0	0	0	7	2	0	0	3	0	0	0	0	0	0	0	0
PABPC1	PABPC1	NM_002568.4	protein_coding	0	4	22	18	0	0	9	0	0	0	0	0	0	9	22	0	0	0	0	0	0	0	0	0	4	0
PAG1	PAG1	NM_018440.4	protein_coding	0	0	5	40	31	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0
PARP10	PARP10	NM_001317895.2	protein_coding	1	8	22	31	6	0	0	0	0	0	7	0	0	14	22	0	0	0	1	1	0	0	0	0	7	6
PARP10	PARP10	NM_032789.5	protein_coding	1	8	20	33	6	0	0	0	0	0	7	0	0	16	20	0	0	0	1	1	0	0	0	0	7	6
PARP10	PARP10	NR_134234.2		1	1	0	60	0	0	0	0	0	0	7	0	0	18	0	31	0	0	1	1	0	0	0	0	0	6
PBK	PBK	NM_001278945.2	protein_coding	0	2	0	19	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	1	2
PBK	PBK	NM_001363040.2	protein_coding	0	2	0	19	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	1	2
PBK	PBK	NM_018492.4	protein_coding	0	2	0	19	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	1	2
PCM1	PCM1	NM_001315507.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001315508.1	protein_coding	1	3	4	98	17	1	3	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	2
PCM1	PCM1	NM_001352632.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352633.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352634.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352635.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352636.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352637.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352638.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352639.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352640.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352641.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352642.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352643.2	protein_coding	1	2	3	61	0	0	2	0	0	0	7	0	0	50	3	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352644.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352645.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352646.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352647.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352648.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352649.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352650.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352651.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352652.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352653.2	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352654.2	protein_coding	1	2	3	61	0	0	2	0	0	0	7	0	0	50	3	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352655.2	protein_coding	1	2	3	61	0	0	2	0	0	0	7	0	0	50	3	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352656.2	protein_coding	1	2	3	61	0	0	2	0	0	0	7	0	0	50	3	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352657.2	protein_coding	1	2	3	61	0	0	2	0	0	0	7	0	0	50	3	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352658.2	protein_coding	1	2	3	61	0	0	2	0	0	0	7	0	0	50	3	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NM_001352659.1	protein_coding	0	1	1	32	1	1	3	0	0	0	11	0	0	15	1	0	0	0	0	0	0	0	0	0	0	2
PCM1	PCM1	NM_001352660.1	protein_coding	0	1	1	32	1	1	3	0	0	0	11	0	0	15	1	0	0	0	0	0	0	0	0	0	0	2
PCM1	PCM1	NM_006197.4	protein_coding	1	2	4	98	17	0	2	0	0	0	0	0	0	77	4	0	0	0	0	1	0	1	0	0	1	3
PCM1	PCM1	NR_148032.2		0	1	0	104	0	0	0	0	0	0	0	0	0	77	0	25	0	0	0	1	0	0	0	0	0	3
PCMTD1	PCMTD1	NM_001286782.1	protein_coding	2	9	15	76	65	0	0	0	0	0	0	1	0	11	15	0	0	0	0	0	0	1	0	0	9	0
PCMTD1	PCMTD1	NM_001286783.2	protein_coding	2	7	15	78	65	0	1	0	0	0	0	1	0	11	15	0	0	0	0	0	0	1	0	0	7	1
PCMTD1	PCMTD1	NM_001363193.1	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	1
PCMTD1	PCMTD1	NM_052937.4	protein_coding	2	8	15	77	65	0	0	0	0	0	0	1	0	11	15	0	0	0	0	0	0	1	0	0	8	1
PDE7A	PDE7A	NM_001242318.3	protein_coding	0	0	0	11	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
PDE7A	PDE7A	NM_002603.4	protein_coding	0	0	1	7	0	0	0	0	0	0	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
PDGFRL	PDGFRL	NM_001372073.1	protein_coding	0	3	6	33	0	0	0	0	0	0	18	0	0	15	6	0	0	0	0	1	0	0	0	0	2	1
PDGFRL	PDGFRL	NM_006207.2	protein_coding	0	4	6	32	0	0	0	0	0	0	18	0	0	16	6	0	0	0	0	2	0	0	0	0	2	0
PDLIM2	PDLIM2	NM_001368120.1	protein_coding	2	4	6	45	4	0	0	0	0	0	23	0	0	17	6	0	0	0	2	1	0	0	0	0	3	4
PDLIM2	PDLIM2	NM_021630.6	protein_coding	2	4	6	49	4	0	0	0	0	0	23	0	0	21	6	0	0	0	2	1	0	0	0	0	3	4
PDLIM2	PDLIM2	NM_176871.5	protein_coding	2	2	5	67	18	0	0	0	0	0	21	0	0	27	5	0	0	0	2	1	0	0	0	0	1	4
PDLIM2	PDLIM2	NM_198042.4	protein_coding	2	1	4	50	8	0	0	0	0	0	23	0	0	17	4	0	0	0	2	0	0	0	0	0	1	4
PDP1	PDP1	NM_001161779.1	protein_coding	0	0	0	7	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDP1	PDP1	NM_001161780.2	protein_coding	0	0	0	7	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDP1	PDP1	NM_001161781.2	protein_coding	0	0	0	7	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PDP1	PDP1	NM_018444.4	protein_coding	0	0	0	7	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PEBP4	PEBP4	NM_001363233.1	protein_coding	1	1	3	32	3	0	0	0	0	0	0	1	0	29	3	0	0	0	0	0	0	0	0	0	1	0
PEBP4	PEBP4	NM_144962.3	protein_coding	1	1	3	32	3	0	0	0	0	0	0	1	0	29	3	0	0	0	0	0	0	0	0	0	1	0
PENK	PENK	NM_001135690.3	protein_coding	1	1	1	10	1	0	2	0	0	0	0	0	0	8	1	0	0	0	1	0	0	0	0	0	1	0
PEX2	PEX2	NM_000318.3	protein_coding	0	0	1	15	9	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3
PEX2	PEX2	NM_001079867.1	protein_coding	0	0	1	15	9	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0
PEX2	PEX2	NM_001172086.1	protein_coding	0	0	1	15	9	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
PEX2	PEX2	NM_001172087.1	protein_coding	0	0	1	15	9	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0
PHF20L1	PHF20L1	NM_001277196.2	protein_coding	0	1	0	23	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	3
PHF20L1	PHF20L1	NM_001362971.1	protein_coding	0	1	0	23	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	3
PHF20L1	PHF20L1	NM_016018.5	protein_coding	0	1	0	23	6	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	3
PHF20L1	PHF20L1	NM_198513.1	protein_coding	0	0	0	9	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3
PHF20L1	PHF20L1	NR_156424.2		0	0	0	24	0	0	0	0	0	0	0	0	0	14	0	7	0	0	0	0	0	0	0	0	0	3
PHYHIP	PHYHIP	NM_001099335.1	protein_coding	0	5	6	37	14	2	3	0	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	3	0
PHYHIP	PHYHIP	NM_001363311.1	protein_coding	1	6	6	35	6	2	3	0	0	0	0	0	0	28	6	0	0	0	1	1	0	0	0	0	3	0
PHYHIP	PHYHIP	NM_001363312.1	protein_coding	1	6	6	35	6	2	3	0	0	0	0	0	0	28	6	0	0	0	1	1	0	0	0	0	3	0
PHYHIP	PHYHIP	NM_014759.5	protein_coding	0	4	6	37	14	1	2	0	0	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	3	1
PHYHIP	PHYHIP	NR_156475.1		0	0	0	46	0	0	0	0	0	0	0	0	0	25	0	21	0	0	0	0	0	0	0	0	0	0
PI15	PI15	NM_001324403.2	protein_coding	0	2	1	16	7	0	0	0	0	0	2	0	0	7	1	0	0	0	0	1	0	0	0	0	1	1
PI15	PI15	NM_015886.5	protein_coding	0	2	1	16	7	0	0	0	0	0	2	0	0	7	1	0	0	0	0	1	0	0	0	0	1	1
PINX1	PINX1	NM_001284356.1	protein_coding	0	0	0	21	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
PINX1	PINX1	NM_017884.6	protein_coding	0	0	1	20	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0
PIP4P2	PIP4P2	NM_018710.3	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PIWIL2	PIWIL2	NM_001135721.2	protein_coding	0	3	3	51	1	0	5	0	0	0	0	0	0	41	3	0	0	0	0	2	0	0	0	0	2	5
PIWIL2	PIWIL2	NM_001330480.2	protein_coding	0	4	3	51	1	1	1	0	0	0	0	0	0	50	3	0	0	0	0	2	0	0	0	0	2	0
PIWIL2	PIWIL2	NM_018068.5	protein_coding	0	4	3	51	1	1	1	0	0	0	0	0	0	50	3	0	0	0	0	2	0	0	0	0	2	0
PKHD1L1	PKHD1L1	NM_177531.6	protein_coding	4	19	24	104	1	0	7	0	0	0	5	0	0	80	24	0	0	0	1	8	0	3	0	0	13	18
PKIA	PKIA	NM_006823.4	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PKIA	PKIA	NM_181839.3	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLAG1	PLAG1	NM_001114634.2	protein_coding	1	0	1	25	10	0	5	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	8
PLAG1	PLAG1	NM_001114635.2	protein_coding	1	0	0	26	10	0	5	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	8
PLAG1	PLAG1	NM_002655.3	protein_coding	1	0	1	25	10	0	5	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	8
PLAT	PLAT	NM_000930.5	protein_coding	2	1	6	26	1	0	0	0	0	0	5	0	0	19	6	0	0	0	2	0	0	0	0	0	1	3
PLAT	PLAT	NM_001319189.2	protein_coding	1	1	5	28	1	0	0	0	0	0	5	0	0	20	5	0	0	0	1	0	0	0	0	0	1	3
PLAT	PLAT	NM_033011.4	protein_coding	2	1	6	26	1	0	0	0	0	0	5	0	0	19	6	0	0	0	2	0	0	0	0	0	1	3
PLEC	PLEC	NM_000445.5	protein_coding	3	17	106	158	29	0	0	0	0	0	1	0	0	122	106	0	0	0	3	7	0	0	0	0	12	14
PLEC	PLEC	NM_201378.4	protein_coding	3	16	106	159	29	0	0	0	0	0	1	0	0	116	106	0	0	0	3	7	0	0	0	0	11	21
PLEC	PLEC	NM_201379.3	protein_coding	3	16	106	138	29	0	0	0	0	0	1	0	0	116	106	0	0	0	3	7	0	0	0	0	11	0
PLEC	PLEC	NM_201380.4	protein_coding	3	18	113	129	29	0	0	0	0	0	1	0	0	107	113	0	0	0	3	7	0	0	0	0	13	0
